sentence_id,domain_category,english_text,sesotho_text
2379,Medication Instructions,This medicine may increase the risk of pulmonary toxicity with other lung-toxic drugs.,Moriana ona o ka eketsa kotsi ea pulmonary toxicity le meriana e meng e kotsi ea matšoafo.
2380,Medication Instructions,Avoid taking high-dose saw palmetto supplements at the same time as this medicine.,Hana ho nka lisebelisoa tsa saw palmetto tsa dose e phahameng ka nako e tšoanang le moriana ona.
2381,Medication Instructions,This medicine may interact with phosphodiesterase inhibitor drugs; inform your doctor.,Moriana ona o ka kopana le meriana ea phosphodiesterase inhibitor; tsebisa ngaka ea hau.
2382,Medication Instructions,Do not take this medicine with antiprotozoal drugs without medical advice.,U se ke ua nka moriana ona le meriana ea antiprotozoal ntle le keletso ea ngaka.
2383,Medication Instructions,This medicine may increase the risk of ototoxicity with other ear-toxic drugs.,Moriana ona o ka eketsa kotsi ea ototoxicity le meriana e meng e kotsi ea tsebe.
2384,Medication Instructions,"If you miss a dose, take it as soon as you remember.","Haeba u lahlehetsoe ke dose, e nke hang hang ha u hopola."
2385,Medication Instructions,"If it is almost time for your next dose, skip the missed dose.","Haeba e se e le haufinyane le nako ea dose ea hau e latelang, tlohela dose e lahlehileng."
2386,Medication Instructions,Do not take a double dose to make up for a missed one.,U se ke ua nka dose e habeli ho ntšetsa pele e lahlehileng.
2387,Medication Instructions,"If you miss a dose, continue with the next dose at the usual time.","Haeba u lahlehetsoe ke dose, tsoela pele le dose e latelang ka nako ea kamehla."
2388,Medication Instructions,"Take the missed dose as soon as you remember, unless it is within four hours of the next dose.","Nka dose e lahlehileng hang hang ha u hopola, ntle le haeba e le ka hare ho maho a mane oa dose e latelang."
2389,Medication Instructions,"If you forget to take your medicine, take it immediately when you remember.","Haeba u lebetse ho nka moriana oa hau, o nke hang hang ha u hopola."
2390,Medication Instructions,Do not take two doses at the same time to compensate for a missed dose.,U se ke ua nka li-dose tse peli ka nako e tšoanang ho ntšetsa pele dose e lahlehileng.
2391,Medication Instructions,"If you miss more than one dose, contact your doctor for advice.","Haeba u lahlehetsoe ke li-dose tse fetang e le ngoe, ikopanye le ngaka ea hau bakeng sa keletso."
2392,Medication Instructions,"Take the missed dose as soon as possible, then continue your regular schedule.","Nka dose e lahlehileng kamoo ho khonehang ka potlako, ebe u tsoele pele le lenaneo la hau la kamehla."
2393,Medication Instructions,"If you miss a dose by more than twelve hours, skip it and take the next dose on time.","Haeba u lahlehetsoe ke dose ka ho feta maho a leshome le metso e meli, e tlohele mme u nke dose e latelang ka nako."
2394,Medication Instructions,Do not double up on your dose if you miss one; just continue as normal.,U se ke ua phindolla dose ea hau haeba u lahlehetsoe ke e le ngoe; tsoela pele feela joalo ka kamehla.
2395,Medication Instructions,"If you miss a dose, take it within two hours of the scheduled time.","Haeba u lahlehetsoe ke dose, e nke ka hare ho maho a mabeli oa nako e reretseng."
2396,Medication Instructions,Contact your healthcare provider if you miss several doses in a row.,Ikopanye le mofani oa hau oa tlhokomelo ea bophelo bo botle haeba u lahlehetsoe ke li-dose tse ngata ka molapo.
2397,Medication Instructions,"If you miss a dose, do not panic; just take it as soon as you remember.","Haeba u lahlehetsoe ke dose, u se ke ua tšoha; e nke feela hang hang ha u hopola."
2398,Medication Instructions,Do not take extra medicine to make up for a forgotten dose.,U se ke ua nka moriana o eketsehileng ho ntšetsa pele dose e lebeletseng.
2399,Medication Instructions,"If you miss a dose of a once-daily medicine, take it on the same day if you remember.","Haeba u lahlehetsoe ke dose ea moriana oa ka nako e le ngoe ka letsatsi, o nke letsatsing le leng leo haeba u hopola."
2400,Medication Instructions,"If you miss a dose of a twice-daily medicine, take it if there are at least six hours until the next dose.","Haeba u lahlehetsoe ke dose ea moriana oa habeli ka letsatsi, o nke haeba ho na le bonyane maho a tšeletseng ho fihlela dose e latelang."
