english,sesotho,source
Stay home if you are sick to prevent spreading infection to others.,Lula hae haeba u kula e le hore u se ke ua fetisetsa tšoaetso ho ba bang.,back_translation
COVID-19 vaccination reduces the risk of severe illness.,Ente ea COVID-19 e fokotsa kotsi ea ho kula haholo.,back_translation
Influenza vaccination is recommended annually for high-risk groups.,Ho khothalletsoa ho entoa selemo le selemo bakeng sa batho ba kotsing e kholo ea ho tšoaroa ke sefuba.,back_translation
Pneumonia can be prevented by vaccination and good hygiene.,Pneumonia e ka thibeloa ka ho entoa le bohloeki bo botle.,back_translation
Seek medical care early if you have difficulty breathing.,Batla thuso ea bongaka esale pele haeba u e-na le bothata ba ho hema.,back_translation
"Diarrhoea spreads through contaminated water, food, and hands.","Lefuba le ata ka metsi a silafetseng, lijo le matsoho.",back_translation
Boil drinking water if you are unsure of its safety.,Pheha metsi a nooang haeba u sa kholiseha ka polokeho ea ona.,back_translation
Use a clean latrine and wash hands after using the toilet.,Sebelisa ntloana e hloekileng 'me u hlatsoe matsoho ka mor'a ho sebelisa ntloana.,back_translation
Schistosomiasis is prevented by avoiding contact with contaminated water.,Schistosomiasis e thibeloa ka ho qoba ho kopana le metsi a silafetseng.,back_translation
Intestinal worms are prevented by wearing shoes and washing hands.,Ho thibela likokoana-hloko tsa mala ke ho apara lieta le ho hlatsoa matsoho.,back_translation
Rabies is transmitted through the bite or scratch of an infected animal.,Bohale bo fetisoa ka ho loma kapa ho hlohlona ha phoofolo e tšoaelitsoeng.,back_translation
Seek medical care immediately after any animal bite.,Batla tlhokomelo ea bongaka hang-hang ka mor'a hore phoofolo e je.,back_translation
Wash an animal bite wound thoroughly with soap and water for 15 minutes.,Hlatsoa leqeba la ho loma ha phoofolo ka sesepa le metsi ka metsotso e 15.,back_translation
Post-exposure prophylaxis after animal bite prevents rabies.,Ho thibela mafu ka mor'a hore phoofolo e je ho thibela ho tšoaroa ke rabies.,back_translation
Tetanus is prevented by vaccination and wound care.,Tetanus e thibeloa ka ho entoa le ho hlokomela maqeba.,back_translation
Clean all wounds thoroughly to prevent tetanus infection.,Hloekisa maqeba 'ohle ka hloko ho thibela tšoaetso ea tetanus.,back_translation
Ebola is spread through direct contact with blood and body fluids.,Ebola e hasana ka ho kopana ka ho toba le mali le metsi a 'mele.,back_translation
Wear protective equipment when caring for patients with Ebola.,Apara lisebelisoa tsa ho itšireletsa ha u hlokomela bakuli ba nang le Ebola.,back_translation
Isolate patients with suspected Ebola immediately.,Qoba hang-hang bakuli ba belaelloang ka Ebola.,back_translation
Dengue fever is spread by daytime-biting mosquitoes.,Lefu la dengue le fetisoa ke menoang e loma motšehare.,back_translation
There is no specific treatment for dengue — manage symptoms and stay hydrated.,Ha ho na phekolo e tobileng ea lefu la dengue  laola matšoao le ho lula u le metsi.,back_translation
Seek medical care if dengue symptoms worsen rapidly.,Batla thuso ea bongaka haeba matšoao a lefu la dengue a mpefala ka potlako.,back_translation
Leprosy is curable with multidrug therapy.,Lefuba le ka phekoloa ka meriana e mengata.,back_translation
Early treatment of leprosy prevents permanent disability.,Kalafo ea pele ea lepera e thibela bokooa bo sa foleng.,back_translation
Trachoma is prevented by face washing and environmental hygiene.,Trachoma e thibeloa ka ho hlatsoa sefahleho le bohloeki ba tikoloho.,back_translation
River blindness is prevented by avoiding fast-flowing rivers in endemic areas.,Ho foufala ha linōka ho thibeloa ka ho qoba linōka tse phallang ka potlako libakeng tse nang le baahi.,back_translation
Sleeping sickness is transmitted by the tsetse fly.,Lefu la boroko le fetisoa ke ntša ea tsetse.,back_translation
Lymphatic filariasis is prevented by taking annual preventive medication.,Lymphatic filariasis e ka thibeloa ka ho noa meriana ea selemo le selemo ea thibelo.,back_translation
Soil-transmitted helminths affect millions of school-age children worldwide.,Li-helminths tse fetisoang ke mobu li ama bana ba limilione ba kenang sekolo lefatšeng ka bophara.,back_translation
Mass drug administration reduces the burden of neglected tropical diseases.,Ho sebelisoa ha lithethefatsi ka bongata ho fokotsa moroalo oa maloetse a tropike a hlokomolohuoang.,back_translation
Good hand hygiene is the single most effective way to prevent infection.,Bohloeki bo botle ba matsoho ke eona tsela e atlehang ka ho fetisisa ea ho thibela tšoaetso.,back_translation
Diabetes requires regular monitoring of blood glucose levels.,Lefu la tsoekere le hloka hore ho be le leihlo la kamehla la tsoekere maling.,back_translation
Check your blood glucose before meals and at bedtime.,Hlahloba tsoekere ea hao ea mali pele u ja le pele u robala.,back_translation
Keep a record of your blood glucose readings to share with your doctor.,Boloka rekoto ea litekanyo tsa hao tsa tsoekere ea mali e le hore u e arolelane le ngaka ea hao.,back_translation
A fasting blood glucose above 7 mmol/L may indicate diabetes.,Ho ba le tsoekere ea mali e fetang 7 mmol/L ka ho itima lijo ho ka bontša lefu la tsoekere.,back_translation
HbA1c measures your average blood glucose over three months.,HbA1c e lekanya tsoekere ea hao ea mali ka likhoeli tse tharo.,back_translation
Aim for an HbA1c below 7% to reduce diabetes complications.,Leka ho fumana HbA1c e ka tlaase ho 7% ho fokotsa mathata a lefu la tsoekere.,back_translation
"Diabetes complications include kidney disease, blindness, and nerve damage.","Mathata a lefu la tsoekere a akarelletsa lefu la liphio, bofofu le ho senyeha ha methapo.",back_translation
"Check your feet daily for cuts, blisters, or sores.","Hlahloba maoto a hao letsatsi le leng le le leng hore na a na le likotoana, maqeba kapa maqeba.",back_translation
"Wear comfortable, well-fitting shoes to protect your feet.",Apara lieta tse phutholohileng le tse loketseng ho sireletsa maoto a hao.,back_translation
Never walk barefoot if you have diabetes.,Le ka mohla u se ke ua tsamaea u se na maoto haeba u na le lefu la tsoekere.,back_translation
Attend a diabetic eye screening every year.,E-ba teng tlhahlobisong ea mahlo a lefu la tsoekere selemo le selemo.,back_translation
High blood pressure often has no symptoms and must be checked regularly.,Hangata khatello e phahameng ea mali ha e na matšoao 'me e lokela ho hlahlojoa kamehla.,back_translation
Blood pressure above 140/90 mmHg requires treatment.,Khatello ea mali e fetang 140/ 90 mmHg e hloka phekolo.,back_translation
Reduce salt intake to lower blood pressure.,Fokotsa letsoai le sebelisoang ho theola khatello ea mali.,back_translation
The DASH diet helps control blood pressure naturally.,Lijo tsa DASH li thusa ho laola khatello ea mali ka tlhaho.,back_translation
Regular physical activity lowers blood pressure.,Ho ikoetlisa kamehla ho fokotsa khatello ea mali.,back_translation
Aim for at least 150 minutes of moderate exercise per week.,Iphe pakane ea ho ikoetlisa bonyane metsotso e 150 ka beke.,back_translation
Lose weight if you are overweight to improve blood pressure control.,Fokotsa boima ba 'mele haeba u na le boima bo feteletseng e le hore u ka laola khatello ea mali.,back_translation
Quit smoking to reduce the risk of heart disease and stroke.,Khaotsa ho tsuba e le hore u fokotse kotsi ea ho tšoaroa ke lefu la pelo le stroke.,back_translation
Smoking doubles the risk of heart attack.,Ho tsuba ho etsa hore motho a be kotsing e imenne habeli ea ho hlaseloa ke pelo.,back_translation
Reduce alcohol consumption to lower blood pressure.,Fokotsa ho noa joala ho fokotsa khatello ea mali.,back_translation
Take blood pressure medication every day even if you feel well.,Nka meriana ea khatello ea mali letsatsi le leng le le leng esita le haeba u ikutloa hantle.,back_translation
Never stop blood pressure medication without consulting your doctor.,Le ka mohla u se ke ua emisa meriana ea khatello ea mali ntle le ho buisana le ngaka ea hao.,back_translation
High cholesterol increases the risk of heart attack and stroke.,Ho ba le k'holeseterole e phahameng ho eketsa kotsi ea lefu la pelo le stroke.,back_translation
A healthy diet low in saturated fat reduces cholesterol.,Lijo tse phetseng hantle tse se nang mafura a mangata li fokotsa k'holeseterole.,back_translation
Statins are effective at lowering cholesterol and preventing heart attacks.,Li-statin li thusa ho theola k'holeseterole le ho thibela lefu la pelo.,back_translation
Chest pain that spreads to the arm or jaw may be a heart attack.,Bohloko ba sefubeng bo fetelang letsohong kapa mohlaheng bo ka 'na ba baka lefu la pelo.,back_translation
Call emergency services immediately if you suspect a heart attack.,Bitsa litšebeletso tsa tšohanyetso hang-hang haeba u belaela hore u na le lefu la pelo.,back_translation
Chew an aspirin immediately if you suspect a heart attack.,"Haeba u belaela hore u na le lefu la pelo, u lokela ho hlafuna aspirin hang-hang.",back_translation
"Stroke symptoms include sudden face drooping, arm weakness, and speech difficulty.","Matšoao a stroke a kenyelletsa ho oa ha sefahleho ka tšohanyetso, ho fokola ha matsoho le ho thatafalloa ke ho bua.",back_translation
"Act FAST — Face, Arms, Speech, Time — if you suspect a stroke.","Etsa lintho kapele  Sefahleho, matsoho, puo, nako  haeba u belaela hore u na le stroke.",back_translation
Every minute counts during a stroke — seek emergency care immediately.,Motsotso o mong le o mong o bohlokoa nakong ea stroke  batla thuso ea tšohanyetso hang-hang.,back_translation
Asthma is a chronic condition that causes breathing difficulties.,Asthma ke boemo bo sa foleng bo bakang mathata a ho hema.,back_translation
Identify and avoid your asthma triggers.,Khetholla le ho qoba lintho tse bakang lefu la hao la asma.,back_translation
"Common asthma triggers include dust, pollen, smoke, and exercise.","Lintho tse tloaelehileng tse bakang lefu la asma li akarelletsa lerōle, phofo ea phofo, mosi le ho ikoetlisa.",back_translation
Use your reliever inhaler when you have asthma symptoms.,Sebelisa inhaler ea hao ea ho imolla ha u e-na le matšoao a lefu la asma.,back_translation
Use your preventer inhaler every day even when you feel well.,Sebelisa inhaler ea hao ea thibelo letsatsi le leng le le leng esita le ha u ikutloa hantle.,back_translation
Seek emergency care if your reliever inhaler is not helping.,Batla thuso ea tšohanyetso haeba sesebelisoa sa hao sa ho hema se sa thuse.,back_translation
Chronic obstructive pulmonary disease is caused mainly by smoking.,Ho tsuba ke sesosa se seholo sa lefu la matšoafo le thibelang ho tsuba.,back_translation
Quitting smoking is the most important treatment for COPD.,Ho khaotsa ho tsuba ke phekolo ea bohlokoa ka ho fetisisa ea COPD.,back_translation
Pulmonary rehabilitation improves breathing and quality of life in COPD.,Ho tsosolosoa ha matšoafo ho ntlafatsa phefumoloho le boleng ba bophelo ho COPD.,back_translation
Epilepsy is a neurological condition that causes recurrent seizures.,Epilepsy ke lefu la methapo ea kutlo le bakang ho tšoaroa ke mafu a tšoaetsanoang.,back_translation
Take epilepsy medication every day to prevent seizures.,Nka meriana ea lefu la sethoathoa letsatsi le leng le le leng e le hore u qobe ho tšoaroa ke sefuba.,back_translation
Do not stop epilepsy medication suddenly as this can trigger seizures.,U se ke ua emisa meriana ea ho tšoaroa ke lefu la sethoathoa ka tšohanyetso kaha sena se ka baka lintoa.,back_translation
"During a seizure, protect the person from injury but do not restrain them.","Nakong ea tlhaselo, sireletsa motho eo hore a se ke a lemala empa u se ke ua mo thibela.",back_translation
Do not put anything in the mouth of a person having a seizure.,U se ke ua kenya ntho leha e le efe ka hanong la motho ea nang le tlhaselo.,back_translation
Place the person in the recovery position after a seizure.,Etsa hore motho eo a fole ka mor'a hore a tšoaroe ke sefuba.,back_translation
Seek emergency care if a seizure lasts more than five minutes.,Batla thuso ea tšohanyetso haeba tlhaselo e nka nako e fetang metsotso e mehlano.,back_translation
Mental health conditions are medical conditions that require treatment.,Maemo a bophelo bo botle ba kelello ke maemo a bongaka a hlokang phekolo.,back_translation
"Depression is treatable with medication, therapy, or both.","Ho tepella maikutlo ho ka phekoloa ka meriana, phekolo kapa ka bobeli.",back_translation
Do not stop antidepressant medication without consulting your doctor.,U se ke ua khaotsa ho noa meriana e loantšang khatello ea maikutlo ntle le ho buisana le ngaka ea hao.,back_translation
Seek help immediately if you have thoughts of harming yourself.,Batla thuso hang-hang haeba u na le menahano ea ho intša kotsi.,back_translation
Schizophrenia requires long-term medication and support.,Schizophrenia e hloka meriana le tšehetso ea nako e telele.,back_translation
Kidney disease can be prevented by controlling blood pressure and diabetes.,Mafu a liphio a ka thibeloa ka ho laola khatello ea mali le lefu la tsoekere.,back_translation
Drink adequate water to support kidney function.,Noa metsi a lekaneng ho tšehetsa mosebetsi oa liphio.,back_translation
Reduce protein intake if you have advanced kidney disease.,Fokotsa liprotheine haeba u e-na le lefu la liphio le tsoetseng pele.,back_translation
Dialysis replaces the function of the kidneys when they fail.,Li-dialysis li nka sebaka sa mosebetsi oa liphio ha li hloleha.,back_translation
A kidney transplant can restore normal kidney function.,Ho fetisoa ha liphio ho ka tsosolosa ts'ebetso e tloaelehileng ea liphio.,back_translation
"Liver disease can be caused by alcohol, hepatitis, and obesity.","Lefu la sebete le ka bakoa ke joala, lefu la sebete le botenya.",back_translation
Avoid alcohol completely if you have liver disease.,Qoba joala ka ho feletseng haeba u e-na le lefu la sebete.,back_translation
Fatty liver disease is reversed by weight loss and healthy eating.,Ho lahleheloa ke boima ba 'mele le ho ja lijo tse phetseng hantle ho ka khutlisa lefu la sebete le mafura.,back_translation
Cancer screening detects cancer early when it is most treatable.,Tlhahlobo ea kankere e lemoha kankere e sa le hoseng ha e ka phekoloa hantle.,back_translation
Cervical cancer is prevented by HPV vaccination and regular Pap smears.,Kankere ea molala oa popelo e thibeloa ka ho entoa ka HPV le ka ho hlahlojoa kamehla ka Pap smears.,back_translation
Breast cancer screening involves a mammogram every two years after age 40.,Ho hlahloba kankere ea matsoele ho akarelletsa ho etsa mammogram lilemo tse ling le tse ling tse peli ka mor'a lilemo tse 40.,back_translation
Colorectal cancer screening is recommended from age 45.,Ho kgothaletswa hore motho a hlahlojoe kankere ea makhopho ho tloha ha a le lilemo li 45.,back_translation
Prostate cancer screening involves a PSA blood test.,Ho hlahloba kankere ea senya ho akarelletsa tlhahlobo ea mali ea PSA.,back_translation
Skin cancer is prevented by using sunscreen and avoiding excessive sun exposure.,Kankere ea letlalo e ka thibeloa ka ho sebelisa setlolo se sireletsang letsatsi le ho qoba ho pepesehela letsatsi ka ho feteletseng.,back_translation
Oral cancer risk is increased by smoking and alcohol.,Ho tsuba le ho noa joala ho eketsa kotsi ea kankere ea molomo.,back_translation
Chemotherapy kills cancer cells but also affects healthy cells.,Kalafo ea lik'hemik'hale e bolaea lisele tsa mofetše empa e boetse e ama lisele tse phetseng hantle.,back_translation
Radiation therapy uses high-energy rays to destroy cancer cells.,Kalafo ea mahlaseli e sebelisa mahlaseli a matla ho senya lisele tsa kankere.,back_translation
Palliative care focuses on comfort and quality of life for serious illness.,Tlhokomelo ea ho imoloha e lebisa tlhokomelo matšelisong le boleng ba bophelo bakeng sa mafu a tebileng.,back_translation
Hospice care supports patients and families at the end of life.,Tlhokomelo ea hospice e tšehetsa bakuli le malapa qetellong ea bophelo.,back_translation
"Anaemia causes fatigue, weakness, and shortness of breath.","Anemia e baka mokhathala, bofokoli le phefumoloho e thata.",back_translation
Iron-deficiency anaemia is treated with iron supplements and dietary changes.,Anemia e nang le khaello ea tšepe e phekoloa ka litlatsetso tsa tšepe le liphetoho lijong.,back_translation
Sickle cell disease is a genetic blood disorder requiring lifelong management.,Lefu la lisele tsa sickle ke lefu la lefutso la mali le hlokang ho phekoloa bophelo bohle.,back_translation
Hydroxyurea reduces the frequency of sickle cell crises.,Hydroxyurea e fokotsa ho ata ha linokoane tse nang le lisele tsa mokokotlo.,back_translation
Gout is caused by high uric acid levels in the blood.,Gout e bakoa ke maemo a phahameng a uric acid maling.,back_translation
Reduce red meat and alcohol intake to lower uric acid levels.,Fokotsa ho ja nama e khubelu le joala e le hore u fokotse litekanyetso tsa uric acid.,back_translation
Allopurinol lowers uric acid levels and prevents gout attacks.,Allopurinol e fokotsa litekanyo tsa uric acid 'me e thibela ho hlaseloa ke gout.,back_translation
Osteoporosis is prevented by adequate calcium and vitamin D intake.,Osteoporosis e thibeloa ka ho noa k'halsiamo le vithamine D ka ho lekaneng.,back_translation
Eat a variety of foods from all food groups every day.,Ja lijo tse sa tšoaneng tse tsoang lihlopheng tsohle tsa lijo letsatsi le leng le le leng.,back_translation
Fruits and vegetables provide essential vitamins and minerals.,Litholoana le meroho li fana ka livithamini le liminerale tsa bohlokoa.,back_translation
Eat at least five portions of fruit and vegetables per day.,Ja litholoana le meroho bonyane ka makhetlo a mahlano ka letsatsi.,back_translation
Whole grains provide more fibre and nutrients than refined grains.,Lijo tse feletseng li fana ka li-fiber le limatlafatsi tse ngata ho feta lijo-thollo tse hloekisitsoeng.,back_translation
"Reduce intake of sugar, salt, and saturated fat.","Fokotsa tsoekere, letsoai le mafura a mangata.",back_translation
Drink at least eight glasses of clean water per day.,Noa bonyane likhalase tse robeli tsa metsi a hloekileng ka letsatsi.,back_translation
"Dehydration causes headache, dizziness, and dark urine.","Ho hloka metsi ho baka hlooho e bohloko, ho ferekana kelellong le ho ba le moroto o lefifi.",back_translation
Breastfeeding is the best source of nutrition for infants.,Ho anyesa masea ke mohloli o motle ka ho fetisisa oa phepo e nepahetseng bakeng sa masea.,back_translation
Malnutrition weakens the immune system and increases infection risk.,Ho se je hantle ho fokolisa tsamaiso ea 'mele ea ho itšireletsa mafung le ho eketsa kotsi ea tšoaetso.,back_translation
Severe acute malnutrition requires therapeutic feeding.,Ho se je hantle haholo ho feteletseng ho hloka hore motho a fepe ka tsela ea phekolo.,back_translation
Vitamin A deficiency causes night blindness and increases infection risk.,Ho haella ha vithamine A ho etsa hore motho a foufale bosiu 'me ho eketsa kotsi ea tšoaetso.,back_translation
Iodine deficiency causes goitre and impairs brain development.,Ho haella ha iodine ho etsa hore ho be le goitre 'me ho sitisa boko ho hōla.,back_translation
Use iodised salt to prevent iodine deficiency.,Sebelisa letsoai le nang le iodine ho thibela khaello ea iodine.,back_translation
Iron deficiency is the most common nutritional deficiency worldwide.,Ho haella ha tšepe ke ho haella ha phepo e nepahetseng ho atileng ka ho fetisisa lefatšeng.,back_translation
"Eat iron-rich foods such as meat, beans, and dark leafy vegetables.","Ja lijo tse nang le tšepe e ngata tse kang nama, linaoa le meroho e nang le makhasi a lefifi.",back_translation
Vitamin C improves the absorption of iron from plant foods.,Vithamine C e ntlafatsa ho monya ha tšepe lijong tsa limela.,back_translation
Zinc supports immune function and wound healing.,Zinc e thusa hore tsamaiso ea 'mele ea ho itšireletsa mafung e sebetse le hore maqeba a fole.,back_translation
Calcium is essential for strong bones and teeth.,K'halsiamo e bohlokoa bakeng sa masapo le meno a matla.,back_translation
"Dairy products, fish, and leafy greens are good sources of calcium.","Lihlahisoa tsa lebese, litlhapi le meroho ea makhasi ke mehloli e metle ea k'halsiamo.",back_translation
Vitamin D is needed for calcium absorption.,Vithamine D e hlokahala bakeng sa ho monya khalsiamo.,back_translation
Sunlight exposure helps the body produce vitamin D.,Ho pepesehela letsatsi ho thusa 'mele ho hlahisa vithamine D.,back_translation
"Obesity increases the risk of diabetes, heart disease, and certain cancers.","Ho nona ho eketsa kotsi ea lefu la tsoekere, lefu la pelo le kankere e itseng.",back_translation
Maintain a healthy weight through balanced diet and regular exercise.,Boloka boima ba 'mele bo phetseng hantle ka ho ja lijo tse leka-lekaneng le ho ikoetlisa kamehla.,back_translation
"Avoid ultra-processed foods high in sugar, salt, and unhealthy fats.","Qoba lijo tse nang le tsoekere e ngata, letsoai le mafura a sa pheleng hantle.",back_translation
Read food labels to understand what you are eating.,Bala mabitso a lijo ho utloisisa seo u se jang.,back_translation
Cook with healthy oils such as canola or olive oil.,Pheha ka oli e phetseng hantle e kang canola kapa oli ea mohloaare.,back_translation
Limit red meat to two to three servings per week.,Fokotsa nama e khubelu ho isa ho tse peli kapa tse tharo ka beke.,back_translation
Eat fish at least twice a week for heart-healthy omega-3 fatty acids.,Ja litlhapi bonyane ka makhetlo a mabeli ka beke e le hore u fumane mafura a omega-3 a nang le phepo e nepahetseng ea pelo.,back_translation
Legumes such as lentils and beans are excellent sources of protein.,Li-legumes tse kang lilense le linaoa ke mehloli e metle ea liprotheine.,back_translation
"Nuts and seeds provide healthy fats, protein, and fibre.","Litholoana tsa linate le peo li fana ka mafura, liprotheine le fiber tse phetseng hantle.",back_translation
Wash hands with soap before preparing or eating food.,Hlatsoa matsoho ka sesepa pele u lokisa kapa u ja lijo.,back_translation
Wash all raw fruits and vegetables before eating.,Hlatsoa litholoana tsohle tse tala le meroho pele u ja.,back_translation
Keep raw meat separate from cooked food to prevent contamination.,Boloka nama e tala e arohane le lijo tse phehiloeng e le hore e se ke ea silafala.,back_translation
Use separate cutting boards for meat and vegetables.,Sebelisa mapolanka a fapaneng a ho itšeha nama le meroho.,back_translation
Cook meat to the correct internal temperature to kill bacteria.,Pheha nama ka mocheso o nepahetseng oa ka hare ho bolaea libaktheria.,back_translation
Refrigerate perishable foods within two hours of cooking.,Pheha lijo tse senyehang ka sehatsetsing ka mor'a lihora tse peli u li phehile.,back_translation
Do not eat food that smells or looks spoiled.,U se ke ua ja lijo tse nkhang hampe kapa tse shebahalang li senyehile.,back_translation
Safe food storage prevents foodborne illness.,Ho boloka lijo ka tsela e sireletsehileng ho thibela mafu a tšoaetsanoang ke lijo.,back_translation
Clean and disinfect food preparation surfaces regularly.,Hloekisa le ho bolaea likokoana-hloko ka linako tsohle.,back_translation
Wash dishes and utensils with hot soapy water.,Hlatsoa lijana le lijana ka metsi a chesang a sesepa.,back_translation
Brush your teeth twice a day with fluoride toothpaste.,Hlatsoa meno habeli ka letsatsi ka setlolo sa meno se nang le fluoride.,back_translation
Floss between your teeth once a day.,Hang ka letsatsi u lokela ho phunya meno a hao.,back_translation
Visit your dentist for a check-up every six months.,E-ea ho ngaka ea meno 'me u e hlahlobe likhoeli tse ling le tse ling tse tšeletseng.,back_translation
Reduce sugary food and drinks to prevent tooth decay.,Fokotsa lijo le lino tse nang le tsoekere ho thibela ho bola ha meno.,back_translation
Fluoride strengthens tooth enamel and prevents cavities.,Fluoride e matlafatsa enamel ea meno 'me e thibela ho ruruha ha meno.,back_translation
Wash your hands before eating and after using the toilet.,Hlatsoa matsoho pele u ja le ka mor'a ho sebelisa ntloana.,back_translation
Use soap and water for at least 20 seconds when washing hands.,Sebelisa sesepa le metsi bonyane metsotsoana e 20 ha u hlatsoa matsoho.,back_translation
Alcohol-based hand sanitiser is effective when soap is not available.,Sesebelisoa se hloekisang matsoho se nang le joala se sebetsa hantle ha sesepa se le sieo.,back_translation
Bathe or shower daily to maintain personal hygiene.,Hlatsoa kapa u hlape letsatsi le leng le le leng e le hore u lule u hloekile.,back_translation
Change and wash clothing regularly to prevent skin infections.,Fetolela liaparo le ho li hlatsoa khafetsa e le hore u qobe tšoaetso ea letlalo.,back_translation
Keep your home clean and well-ventilated.,Boloka ntlo ea hao e hloekile 'me e fofa hantle.,back_translation
Dispose of waste properly to prevent disease-carrying insects.,Lahla litšila ka tsela e nepahetseng ho thibela likokoanyana tse tšoarang maloetse.,back_translation
Use a covered rubbish bin to prevent flies and rodents.,Sebelisa sebaka se koahetsoeng sa lithōle ho thibela lintsintsi le likokoanyana.,back_translation
Clean your toilet regularly with disinfectant.,Hloekisa ntloana ea hao kamehla ka ho sebelisa sesebelisoa se bolaeang likokoana-hloko.,back_translation
Safe water storage prevents contamination after collection.,Ho boloka metsi ka mokhoa o sireletsehileng ho thibela tšilafalo ka mor'a ho a bokella.,back_translation
Cover water storage containers to prevent mosquito breeding.,Koala likotlolo tsa metsi ho thibela ho ikatisa ha lintsintsi.,back_translation
Boil water for one minute to make it safe for drinking.,Pheha metsi ka motsotso o le mong e le hore a bolokehe bakeng sa ho nooa.,back_translation
Water purification tablets can make unsafe water safe to drink.,Li-tablet tsa ho hloekisa metsi li ka etsa hore metsi a sa sireletsehang a bolokehe ho noa.,back_translation
Good sanitation and hygiene prevent the spread of many diseases.,Tlhoekiso e ntle le bohloeki li thibela ho ata ha maloetse a mangata.,back_translation
Open defecation spreads disease — always use a latrine or toilet.,Ho qhalana ka ntle ho bulehileng ho jala lefu  kamehla sebelisa ntloana ea ho hlapela kapa ntloana.,back_translation
Call emergency services immediately in a life-threatening situation.,Bitsa litšebeletso tsa tšohanyetso hang-hang maemong a sokelang bophelo.,back_translation
Keep emergency numbers visible in your home.,Boloka linomoro tsa maemo a tšohanyetso li bonahala ka tlung ea hao.,back_translation
Check for danger before approaching an accident scene.,Hlahloba hore na ho na le kotsi pele u atamela sebaka sa kotsi.,back_translation
Check if the person is conscious by calling their name and tapping their shoulder.,Hlahloba hore na motho eo o se a ntse a e-na le letsoalo ka ho bitsa lebitso la hae le ka ho otla lehetla la hae.,back_translation
"If the person is unconscious and not breathing, start CPR immediately.","Haeba motho eo a sa tsebe letho 'me a sa phefumolohe, qala ho phomola hang-hang.",back_translation
Place the heel of your hand on the centre of the chest for CPR.,Beha letheka la letsoho la hao bohareng ba sefubeng bakeng sa CPR.,back_translation
Press down firmly and fast — 100 to 120 compressions per minute.,Tobetsa ka matla le ka potlako  100 ho isa ho 120 ka motsotso.,back_translation
Give 30 chest compressions followed by two rescue breaths.,Fana ka khatello ea sefubeng ea 30 e lateloang ke phefumoloho e 'meli ea pholoso.,back_translation
Continue CPR until emergency services arrive.,Tsoela pele ka ho phomola ho fihlela litšebeletso tsa tšohanyetso li fihla.,back_translation
Use an automated external defibrillator as soon as one is available.,Sebelisa defibrillator e ikemetseng ea ka ntle hang ha e fumaneha.,back_translation
Place an unconscious breathing person in the recovery position.,Beha motho ea sa tsebeng letho ea phefumolohang boemong ba ho hlaphoheloa.,back_translation
Tilt the head back and lift the chin to open the airway.,Tlohela hlooho morao 'me u phahamise semumu e le hore u bule tsela ea ho hema.,back_translation
A choking adult should be given five back blows followed by five abdominal thrusts.,Motho e moholo ea nyoriloeng o lokela ho otloa ka makhetlo a mahlano ka morao 'me a lateloe ke ho sutumetsoa ha mpa ka makhetlo a mahlano.,back_translation
Do not perform abdominal thrusts on a pregnant woman or infant.,U se ke ua beha mpa ka mpeng ea mosali eaimana kapa lesea.,back_translation
"For a choking infant, give five back blows between the shoulder blades.","Bakeng sa lesea le nyoriloeng, le lokela ho otloa ka makhetlo a mahlano ka morao pakeng tsa mahetla.",back_translation
"Control bleeding by applying firm, direct pressure to the wound.","Laola ho tsoa mali ka ho sebelisa matla, ho hatella leqeba ka ho toba.",back_translation
Elevate a bleeding limb above the level of the heart.,Phahamisa setho se nang le mali ka holimo ho pelo.,back_translation
Do not remove an object embedded in a wound.,U se ke ua tlosa ntho e kenngoa leqeba.,back_translation
Apply a tourniquet only for life-threatening limb bleeding.,Sebelisa turniquet feela bakeng sa ho tsoa mali a kotsi.,back_translation
Clean a wound with clean running water for at least five minutes.,Hlatsoa ntho e leqeba ka metsi a hloekileng a phallang bonyane metsotso e mehlano.,back_translation
Cover a clean wound with a sterile dressing.,Koala ntho e hloekileng ka seaparo se sa hloekang.,back_translation
"Seek medical care for deep, dirty, or animal bite wounds.","Batla tlhokomelo ea bongaka bakeng sa maqeba a tebileng, a litšila kapa a loma ke phoofolo.",back_translation
"For burns, cool the burn with cool running water for 20 minutes.","Bakeng sa ho chesoa, pholisa ho chesoa ka metsi a pholileng a phallang metsotso e 20.",back_translation
"Do not apply ice, butter, or toothpaste to a burn.","U se ke ua sebelisa leqhoa, botoro kapa sesepa sa meno ha u chesa.",back_translation
"Cover a burn with a clean, non-fluffy material.","Koala ho chesoa ka lintho tse hloekileng, tse se nang li-fluffy.",back_translation
Seek medical care for burns larger than the size of the patient's hand.,Batla tlhokomelo ea bongaka bakeng sa ho chesoa ho fetang boholo ba letsoho la mokuli.,back_translation
"For a suspected broken bone, immobilise the limb and seek medical care.","Haeba ho belaelloa hore masapo a robehile, emisa ho tsamaea 'me u batle thuso ea bongaka.",back_translation
Do not try to straighten a suspected fracture.,U se ke ua leka ho lokisa ho robeha ho belaelloang.,back_translation
"For a spinal injury, do not move the person unless they are in danger.","Bakeng sa kotsi ea mokokotlo, u se ke ua tsamaisa motho eo ntle le haeba a le kotsing.",back_translation
"For a nosebleed, lean forward and pinch the soft part of the nose.","Haeba u tsoa mali ka nko, u lokela ho otlolla sefahleho ebe u hatakela karolo e bonolo ea nko.",back_translation
