sentence_id,domain_category,english_text,sesotho_text,source,source_reference,translator_code,reviewer_status,notes
728,HIV,Methadone and buprenorphine are opioid substitution therapies that reduce injecting and HIV risk.,Methadone le buprenorphine ke diphekolo tsa ho nka sebaka sa opioid tse fokotsa ho kenya ka mesipi le kotsi ea HIV.,WHO,hiv-ost-medicines,,reviewed,
729,HIV,Drop-in centres provide HIV services to key populations in a safe and non-judgmental environment.,Lisentare tsa ho kenela li fana ka litshebeletso tsa HIV ho sechaba se bohlokoa tikolohong e bolokehileng e sa ahloleng.,UNAIDS,hiv-drop-in-centres,,reviewed,
730,HIV,Outreach workers are essential for delivering HIV services to hard-to-reach populations.,Basebetsi ba phono ba bohlokoa ho fana ka litshebeletso tsa HIV ho sechaba se thata ho fihlela.,WHO,hiv-outreach,,reviewed,
731,HIV,Self-testing kits can be distributed to key populations through outreach programmes.,Lisebelisoa tsa ho itlhahlobeloa li ka abela sechaba se bohlokoa ka mananeo a phono.,WHO,hiv-self-testing-kp,,reviewed,
732,HIV,"HIV services for sex workers should include STI screening, contraception, and violence support.","Litshebeletso tsa HIV bakeng sa basebetsi ba thobalano li lokela ho kenyelletsa ho hlahlobeloa ha mafu a fetisoang ka thobalano, thibelo ea ho ima, le tshehetso ea tlhoriso.",UNAIDS,hiv-sex-worker-services,,reviewed,
733,HIV,Decriminalisation of sex work is associated with reduced HIV risk and better health outcomes.,Ho tlosa molato mosebetsing oa thobalano ho amahanngoa le ho fokotsa kotsi ea HIV le liphetho tse ntle tsa bophelo bo botle.,UNAIDS,hiv-sex-work-decriminalisation,,reviewed,
734,HIV,Gay and bisexual men face unique social and structural barriers to HIV care.,Banna ba ratanang le banna le ba bisexual ba tobana le meqoqo e ikhethileng ea sechaba le ea sebopeho ho tlhokomelong ea HIV.,UNAIDS,hiv-gbm-barriers,,reviewed,
735,HIV,Chemsex or the use of drugs during sex increases HIV risk among men who have sex with men.,Chemsex kapa tšebediso ea meriana nakong ea thobalano e eketsa kotsi ea HIV ho banna ba robetsanang le banna.,WHO,hiv-chemsex,,reviewed,
736,HIV,Young women aged 15 to 24 are twice as likely to acquire HIV as young men of the same age.,Basali ba bacha ba lilemo tse 15 ho isa ho 24 ba na le monyetla o habeli ho fumana HIV ho feta banna ba bacha ba lilemo tse tšoanang.,UNAIDS,hiv-young-women,,reviewed,
737,HIV,Transactional sex increases HIV risk among young women in sub-Saharan Africa.,Thobalano ea khoebo e eketsa kotsi ea HIV ho basali ba bacha Afrika e ka tlase ho Sahara.,UNAIDS,hiv-transactional-sex,,reviewed,
738,HIV,Age-disparate relationships between older men and younger women drive HIV transmission.,Likamano tse fapaneng ka lilemo lipakeng tsa banna ba baholo le basali ba bacha li khothaletsa phetisetso ea HIV.,UNAIDS,hiv-age-disparate,,reviewed,
739,HIV,Cash transfer programmes for adolescent girls reduce HIV risk.,Mananeo a ho fetisetsa chelete bakeng sa banana ba bacha a fokotsa kotsi ea HIV.,UNAIDS,hiv-cash-transfers,,reviewed,
740,HIV,Keeping girls in school reduces their vulnerability to HIV.,Ho boloka banana sekolong ho fokotsa bokoa ba bona ho HIV.,UNICEF,hiv-girls-education,,reviewed,
741,HIV,Menstrual hygiene management is linked to sexual health and HIV risk in adolescent girls.,Taolo ea bohloeki ba khoeli e amahanngoa le bophelo bo botle ba thobalano le kotsi ea HIV ho banana ba bacha.,UNICEF,hiv-menstrual-hygiene,,reviewed,
742,HIV,Women in polygamous relationships face increased HIV risk.,Basali ba likamano tsa linyaloaneng ba tobana le kotsi e eketsehileng ea HIV.,WHO,hiv-polygamy,,reviewed,
743,HIV,Widows and widowers may be at increased HIV risk after losing a partner to HIV.,Bahlolohadi ba ka ba kotsing e eketsehileng ea HIV ka mor'a ho lahleheloa ke molekane ke HIV.,WHO,hiv-widows,,reviewed,
744,HIV,Male circumcision programmes should include HIV counselling and testing for female partners.,Mananeo a ho ritoa ha banna a lokela ho kenyelletsa keletso ea HIV le liteko bakeng sa balekane ba basali.,WHO,hiv-vmmc-female-partners,,reviewed,
745,HIV,Engaging men as allies in gender equality reduces HIV risk for women and girls.,Ho kenyelletsa banna e le balekane ho lekaneng ha bong ho fokotsa kotsi ea HIV bakeng sa basali le banana.,UNAIDS,hiv-male-allies,,reviewed,
746,HIV,"HIV diagnosis can trigger grief, anger, denial, and fear that require professional support.","Ho fuoa HIV ho ka baka maswabi, bohale, ho hana, le tšabo tse hlokang tshehetso ea boqhetseke.",WHO,hiv-diagnosis-emotional-response,,reviewed,
747,HIV,"The stages of adjustment to HIV diagnosis include shock, denial, anger, bargaining, and acceptance.","Maemo a ho ikamahanya le ho fuoa HIV a kenyelletsa ho tšosoa, ho hana, bohale, ho phehisana, le ho amohela.",PMC,hiv-adjustment-stages,,reviewed,
748,HIV,Motivational interviewing is an effective counselling approach for improving ART adherence.,Lipotso tsa khothaletso ke mokoa oa keletso o sebetsang ho ntlafatsa ho latela ART.,WHO,hiv-motivational-interviewing,,reviewed,
749,HIV,Problem-solving therapy helps people living with HIV address practical barriers to care.,Phekolo ea ho rarolla mathata e thusa batho ba phelang le HIV ho sebetsana le meqoqo ea pratiki ea tlhokomelo.,PMC,hiv-problem-solving-therapy,,reviewed,
750,HIV,Group therapy for people living with HIV reduces depression and improves quality of life.,Phekolo ea sehlopha bakeng sa batho ba phelang le HIV e fokotsa ho nyamela le ho ntlafatsa boleng ba bophelo.,PMC,hiv-group-therapy,,reviewed,
751,HIV,HIV-related stigma internalisation is associated with depression and poor treatment outcomes.,Ho amohela kekello e amanang le HIV ho amahanngoa le ho nyamela le liphetho tse mpe tsa phekolo.,UNAIDS,hiv-internalised-stigma,,reviewed,
752,HIV,Resilience-building programmes help people living with HIV cope with adversity.,Mananeo a ho aha botsitso a thusa batho ba phelang le HIV ho mamella mathata.,WHO,hiv-resilience,,reviewed,
753,HIV,Social support from family and friends is a protective factor for mental health in people living with HIV.,Tshehetso ea sechaba ho tsoa ho lelapa le metsoalle ke ntlha ea tšireletso ea bophelo ba kelello ho batho ba phelang le HIV.,PMC,hiv-social-support,,reviewed,
754,HIV,Disclosure of HIV status to a supportive person is associated with better mental health outcomes.,Ho senola boemo ba HIV ho motho ea tshehelang ho amahanngoa le liphetho tse ntle tsa bophelo ba kelello.,WHO,hiv-disclosure-mental-health,,reviewed,
755,HIV,HIV-positive people who are employed report better mental health and quality of life.,Batho ba nang le HIV ba sebetsang ba bua ka bophelo bo botle ba kelello le boleng ba bophelo bo ntlafetseng.,ILO,hiv-employment-mental-health,,reviewed,
756,HIV,Wasting in people living with HIV is defined as involuntary weight loss of more than ten percent.,Ho fofela ha batho ba phelang le HIV ho hlalossoa e le ho lahleheloa ha boima ka ho se ikemisele ho feta leshome la pesente.,WHO,hiv-wasting-definition,,reviewed,
757,HIV,Nutritional assessment should be done at every HIV clinic visit.,Tlhahlobo ea phepo e lokela ho etsoa letsetsong le leng le le leng la kliniki ea HIV.,FAO,hiv-nutrition-assessment,,reviewed,
758,HIV,Body mass index should be measured regularly in people living with HIV.,Body mass index e lokela ho lekoloa ka mehla ho batho ba phelang le HIV.,WHO,hiv-bmi-monitoring,,reviewed,
759,HIV,Mid-upper arm circumference is used to assess nutritional status in children living with HIV.,Bophara ba bohareng ba lephaka le holimo bo sebelisoa ho lekola boemo ba phepo ho bana ba phelang le HIV.,UNICEF,hiv-muac,,reviewed,
760,HIV,Appetite stimulants may be needed for people living with HIV who have severe weight loss.,Lisebelisoa tsa ho khothaletsa takatso ea lijo li ka hlokeha bakeng sa batho ba phelang le HIV ba nang le ho lahleheloa ha boima ho matla.,NIH_HIVinfo,hiv-appetite-stimulants,,reviewed,
761,HIV,Nausea from ART can be managed by eating small frequent meals.,Ho nyakeloa ho tsoang ho ART ho ka laoloa ka ho ja lijo tse nyenyane ka mehla.,NHS,hiv-nausea-management,,reviewed,
762,HIV,Diarrhoea caused by ART or opportunistic infections increases nutritional requirements.,Sehlohlolo se bakoang ke ART kapa litšoaetso tsa monyetla se eketsa litlhoko tsa phepo.,WHO,hiv-diarrhoea-nutrition,,reviewed,
763,HIV,Oral nutritional supplements can help people living with HIV meet their energy needs.,Lisebelisoa tsa phepo tsa molomo li ka thusa batho ba phelang le HIV ho fihlela litlhoko tsa bona tsa matla.,FAO,hiv-oral-supplements,,reviewed,
764,HIV,Breastfeeding mothers living with HIV have increased nutritional needs.,Bomme ba anyesang ba phelang le HIV ba na le litlhoko tse eketsehileng tsa phepo.,WHO,hiv-breastfeeding-nutrition,,reviewed,
765,HIV,Community gardens and food production programmes support nutrition in HIV-affected households.,Lipolase tsa sechaba le mananeo a tlhahiso ea lijo a tshehetsa phepo malapa a angoa ke HIV.,FAO,hiv-food-production,,reviewed,
766,HIV,The Berlin patient was the first person to be functionally cured of HIV through a bone marrow transplant.,Mokuloi oa Berlin e ne e le motho oa pele ho folisoa HIV ka ho fetisetsoa ha bone marrow.,NIH_HIVinfo,hiv-cure-cases,,reviewed,
767,HIV,Several people have achieved long-term HIV remission after stem cell transplants.,Batho ba bang ba fihleletse ho khutlela morao ha HIV ha nako e telele ka mor'a ho fetisetsoa ha lisele tsa motheo.,NIH_HIVinfo,hiv-cure-cases,,reviewed,
768,HIV,Analytical treatment interruption studies help researchers understand HIV remission.,Lipatlisiso tsa ho emisa phekolo ka tlhahlobo li thusa baithuti ho utloisisa ho khutlela morao ha HIV.,NIH_HIVinfo,hiv-ati-studies,,reviewed,
769,HIV,HIV latency reversing agents aim to flush the virus out of its reservoir.,Lisebelisoa tsa ho fetola ho patala ha HIV li ikemiseditse ho leleka vaerase polokelong ea eona.,NIH_HIVinfo,hiv-latency-reversing,,reviewed,
770,HIV,CRISPR gene editing technology is being explored as a potential HIV cure strategy.,Theknoloji ea ho hlophisa gene ea CRISPR e hlahlojoa e le leano le ka khonehang la pholo ea HIV.,NIH_HIVinfo,hiv-crispr,,reviewed,
771,HIV,Therapeutic vaccines aim to boost the immune response to control HIV without ART.,Liente tsa phekolo li ikemiseditse ho matlafatsa karabelo ea tšireletso ea 'mele ho laola HIV ntle le ART.,NIH_HIVinfo,hiv-therapeutic-vaccine,,reviewed,
772,HIV,The RV144 trial showed that an HIV vaccine could provide modest protection.,Tlhahlobo ea RV144 e bontšitse hore ente ea HIV e ka fana ka tšireletso e nyenyane.,NIH_HIVinfo,hiv-rv144,,reviewed,
773,HIV,mRNA vaccine technology used in COVID-19 vaccines is now being applied to HIV vaccine research.,Theknoloji ea ente ea mRNA e sebelisitsoeng ho liente tsa COVID-19 joale e sebelisoa ho lipatlisiso tsa ente ea HIV.,NIH_HIVinfo,hiv-mrna-vaccine,,reviewed,
774,HIV,Broadly neutralising antibodies can suppress HIV in people who stop ART.,Li-antibody tse phanyolang ka bophara li ka laola HIV ho batho ba emang ART.,NIH_HIVinfo,hiv-bnab-trials,,reviewed,
775,HIV,Passive immunisation with broadly neutralising antibodies is being studied as HIV prevention.,Ho koahetsoa ka ho se sebetse ka li-antibody tse phanyolang ka bophara ho ithutoa e le thibelo ea HIV.,NIH_HIVinfo,hiv-bnab-prevention,,reviewed,
776,HIV,Integrated HIV and non-communicable disease services reduce patient burden.,Litshebeletso tse kopaneng tsa HIV le mafu a sa fetisoang li fokotsa morwalo oa mokuloi.,WHO,hiv-ncd-integration,,reviewed,
777,HIV,HIV clinics can serve as entry points for hypertension and diabetes screening.,Likhliniki tsa HIV li ka sebetsa e le menyako ea ho hlahlobeloa ha khatello e phahameng ea mali le tsoekere.,WHO,hiv-ncd-screening,,reviewed,
778,HIV,Supply chain management is critical to ensure uninterrupted ART supply.,Taolo ea letoto la phano e bohlokoa ho netefatsa phano ea ART e sa emeng.,WHO,hiv-supply-chain,,reviewed,
779,HIV,ART stockouts at health facilities lead to treatment interruptions and resistance.,Ho fela ha ART likamoreng tsa bophelo bo botle ho lebisa ho emisa ha phekolo le khakanyo.,MSF,hiv-stockouts,,reviewed,
780,HIV,Community ART groups allow stable patients to collect medicines for each other.,Lihlopha tsa ART tsa sechaba li lumella bakuli ba tsitsitseng ho kgotha meriana bakeng sa ba bang.,MSF,hiv-cag,,reviewed,
781,HIV,Facility-based adherence clubs reduce clinic congestion and improve patient satisfaction.,Maklabo a ho latela a thehiloeng kamoreng a fokotsa mathata a kliniki le ho ntlafatsa khotsofalo ea bakuli.,DOH_SA,hiv-adherence-clubs,,reviewed,
782,HIV,Telemedicine consultations for stable HIV patients reduce the need for clinic visits.,Lipuisano tsa telemedicine bakeng sa bakuli ba HIV ba tsitsitseng li fokotsa tlhoko ea ho etela kliniki.,WHO,hiv-telemedicine,,reviewed,
783,HIV,"HIV programme reviews should assess coverage, quality, and equity of services.","Litlhahlobo tsa lenaneo la HIV li lokela ho lekola koahelo, boleng, le tekano ea litshebeletso.",UNAIDS,hiv-programme-review,,reviewed,
784,HIV,"Routine health information systems should capture HIV testing, treatment, and viral load data.","Mekgwa ea kamehla ea tsebo ea bophelo bo botle e lokela ho tšoara data ea liteko tsa HIV, phekolo, le viral load.",WHO,hiv-hmis,,reviewed,
785,HIV,Strengthening health systems is essential for a sustainable HIV response.,Ho matlafatsa mekgwa ea bophelo bo botle ho bohlokoa bakeng sa karabelo ea HIV e tsoelang pele.,WHO,hiv-health-systems-strengthening,,reviewed,
786,HIV,"HIV-positive networks provide advocacy, peer support, and community mobilisation.","Marang-rang a batho ba nang le HIV a fana ka boipiletso, tshehetso ea bahlankana, le ho matlafatsa sechaba.",UNAIDS,hiv-plhiv-networks,,reviewed,
787,HIV,The meaningful involvement of people living with HIV improves programme design and delivery.,Ho kenyelletsooa ho nang le moelelo ha batho ba phelang le HIV ho ntlafatsa moralo le ho fana ka mananeo.,UNAIDS,hiv-meaningful-involvement,,reviewed,
788,HIV,Community score cards allow communities to evaluate the quality of HIV services.,Likarete tsa lintlha tsa sechaba li lumella sechaba ho lekola boleng ba litshebeletso tsa HIV.,WHO,hiv-community-scorecard,,reviewed,
789,HIV,"HIV-affected households need social protection including food, housing, and income support.","Malapa a angoa ke HIV a hloka tšireletso ea sechaba ho kenyelletsa lijo, ntlo, le tshehetso ea lekeno.",UNAIDS,hiv-social-protection,,reviewed,
790,HIV,Orphans and vulnerable children affected by HIV need targeted support programmes.,Bana ba mahlomola le ba bokoa ba angoa ke HIV ba hloka mananeo a tshehetso a lebisitsoeng.,UNICEF,hiv-ovc,,reviewed,
791,HIV,"HIV-affected children are at higher risk of school dropout, malnutrition, and abuse.","Bana ba angoa ke HIV ba leng kotsing e phahameng ea ho tlohela sekolo, ho hloka phepo, le ho hlorisoa.",UNICEF,hiv-ovc-risks,,reviewed,
792,HIV,Psychosocial support for orphans and vulnerable children improves their wellbeing.,Tshehetso ea psychosocial bakeng sa bana ba mahlomola le ba bokoa e ntlafatsa bophelo ba bona bo botle.,UNICEF,hiv-ovc-support,,reviewed,
793,HIV,"Community-based organisations provide home visits, food support, and school fees for OVC.","Mekhatlo e thehiloeng sechabeng e fana ka litsebeliso tsa lapeng, tshehetso ea lijo, le lifee tsa sekolo bakeng sa OVC.",UNICEF,hiv-ovc-services,,reviewed,
794,HIV,Grandmothers and other extended family members often care for children orphaned by HIV.,Nkhono le maloko a mang a lelapa le leholo hangata a hlokomela bana ba hlokang batsoali ka lebaka la HIV.,UNICEF,hiv-kinship-care,,reviewed,
795,HIV,Foster care and adoption programmes support children who have lost parents to HIV.,Mananeo a tlhokomelo ea ho hlokomela le ho amohela bana a tshehetsa bana ba lahlehetseng ke batsoali ka lebaka la HIV.,UNICEF,hiv-foster-care,,reviewed,
796,HIV,I have been on ART for six months and my viral load is now undetectable.,Ke holim'a ART ka likhoeli tse tšeletseng mme viral load ea ka joale ha e fumanehe.,clinical_fieldwork,patient-hiv-viral-suppression,,reviewed,
797,HIV,I missed my clinic appointment because I could not afford the taxi fare.,Ke lahlehetsoe ke moeto oa kliniki hobane ha ke a khona ho lefa lifee tsa tekesi.,clinical_fieldwork,patient-art-adherence-barriers,,reviewed,
798,HIV,I hide my HIV medicine in a different container so my family does not see it.,Ke pata meriana ea HIV ea ka sengoteng se seng hore lelapa la ka le se e bone.,clinical_fieldwork,patient-hiv-disclosure,,reviewed,
799,HIV,I take my HIV medicine at night so the side effects happen while I am sleeping.,Ke nka meriana ea HIV ea ka bosiu hore litlamorao li etsahale ha ke robetse.,clinical_fieldwork,patient-art-side-effect-management,,reviewed,
800,HIV,I am worried about gaining weight since I started the new HIV medicine.,Ke na le khatello ea ho eketseha ha boima ho tloha ha ke qala moriana o mocha oa HIV.,clinical_fieldwork,patient-art-weight-gain,,reviewed,
801,HIV,My doctor changed my HIV medicine and I want to know why.,Ngaka ea ka e fetohile meriana ea HIV ea ka mme ke batla ho tseba hobaneng.,clinical_fieldwork,patient-art-switch,,reviewed,
802,HIV,I have been on HIV treatment for one year and I feel completely normal.,Ke holim'a phekolo ea HIV ka selemo se le seng mme ke ikutloa ke le molapo ka botlalo.,clinical_fieldwork,patient-hiv-treatment-response,,reviewed,
803,HIV,I want to know if my HIV medicine will affect my contraceptive pill.,Ke batla ho tseba hore na meriana ea HIV ea ka e tla angoa ke pilisi ea thibelo ea ho ima.,clinical_fieldwork,patient-art-drug-interactions,,reviewed,
804,HIV,I am breastfeeding my baby and I want to know if my HIV medicine is safe for the baby.,Ke anyesa ngoana oa ka mme ke batla ho tseba hore na meriana ea HIV ea ka e bolokehile bakeng sa ngoana.,clinical_fieldwork,patient-pmtct-breastfeeding,,reviewed,
805,HIV,I have been told my CD4 count is 45 and I am very scared.,Ke boletsoe hore palo ea CD4 ea ka ke 45 mme ke tšaba haholo.,clinical_fieldwork,patient-hiv-advanced-disease,,reviewed,
806,HIV,I have been feeling much better since I started cotrimoxazole.,Ke ikutloa ke ntlafetse haholo ho tloha ha ke qala cotrimoxazole.,clinical_fieldwork,patient-oi-prophylaxis,,reviewed,
807,HIV,I do not understand why I need to take cotrimoxazole if I am already on HIV medicine.,Ha ke utloisise hobaneng ke hloka ho nka cotrimoxazole haeba ke se ke le holim'a meriana ea HIV.,clinical_fieldwork,patient-oi-prophylaxis-education,,reviewed,
808,HIV,I was told I have TB and HIV and I do not know which medicine to take first.,Ke boletsoe hore ke na le TB le HIV mme ha ke tsebe hore na ke nke moriana ofe pele.,clinical_fieldwork,patient-hiv-tb-coinfection,,reviewed,
809,HIV,I completed my TB treatment six months ago but I am still coughing.,Ke phethetse phekolo ea TB likhoeli tse tšeletseng tse fetileng empa ke ntse ke kohoa.,clinical_fieldwork,patient-hiv-tb-recurrence,,reviewed,
810,HIV,I have sores around my mouth and I think it is related to my HIV.,Ke na le matšoao a ho ruruha haufi le molomo oa ka mme ke nahana hore a amana le HIV ea ka.,clinical_fieldwork,patient-oi-oral,,reviewed,
811,HIV,I have been having severe headaches and I am HIV-positive with a low CD4 count.,Ke bile le mahloko a matla a hlooho mme ke na le HIV ka palo e tlase ea CD4.,clinical_fieldwork,patient-oi-cryptococcal,,reviewed,
812,HIV,I am a mother of three children and I just found out I have HIV.,Ke mme oa bana ba bararo mme ke sa tsoa fumana hore ke na le HIV.,clinical_fieldwork,patient-hiv-diagnosis,,reviewed,
813,HIV,I want to protect my husband from getting HIV from me.,Ke batla ho sireletsa monna oa ka hore a se tšoaetsoe HIV ke nna.,clinical_fieldwork,patient-serodiscordant,,reviewed,
814,HIV,I am HIV-positive and I want to know if I can still have a healthy baby.,Ke na le HIV mme ke batla ho tseba hore na ke ka ntse ke ba le ngoana ea phelang hantle.,clinical_fieldwork,patient-pmtct-planning,,reviewed,
815,HIV,I have been living positively with HIV for fifteen years and I am proud of how far I have come.,Ke phela hantle le HIV ka lilemo tse leshome le metso e mehlano mme ke ikantse ka bokgoni ba ka.,clinical_fieldwork,patient-hiv-long-term,,reviewed,
816,HIV,Your HIV medicine is working very well and your viral load is undetectable.,Meriana ea HIV ea hau e sebetsa hantle haholo mme viral load ea hau ha e fumanehe.,clinical_fieldwork,clinician-patient-communication,,reviewed,
817,HIV,You need to come back to the clinic in three months for your next viral load test.,U hloka ho khutlela klinikhing ka mor'a likhoeli tse tharo bakeng sa tlhahlobo ea hau ea viral load e tlang.,clinical_fieldwork,clinician-patient-communication,,reviewed,
818,HIV,It is very important that you take your HIV medicine every day without missing a dose.,Ho bohlokoa haholo hore u nke meriana ea HIV ea hau letsatsi le leng le le leng ntle le ho lahleheloa ke dose.,clinical_fieldwork,clinician-patient-communication,,reviewed,
819,HIV,Your CD4 count has improved significantly since you started treatment.,Palo ea CD4 ea hau e ntlafetse haholo ho tloha ha u qala phekolo.,clinical_fieldwork,clinician-patient-communication,,reviewed,
820,HIV,We need to change your HIV medicine because your viral load is still high.,Re hloka ho fetola meriana ea HIV ea hau hobane viral load ea hau e ntse e phahame.,clinical_fieldwork,clinician-patient-communication,,reviewed,
821,HIV,I am going to refer you to a specialist because of your low CD4 count.,Ke tla u romela ho setsebi ka lebaka la palo ea hau e tlase ea CD4.,clinical_fieldwork,clinician-patient-communication,,reviewed,
822,HIV,You should bring your medicine to every clinic visit so we can check that you are taking it correctly.,U lokela ho tlisa meriana ea hau letsetsong le leng le le leng la kliniki hore re tle re netefatse hore u e nka ka nepo.,clinical_fieldwork,clinician-patient-communication,,reviewed,
823,HIV,We are going to test you for TB today because you have been coughing for more than two weeks.,Re tla u hlahlobeloa TB kajeno hobane u kohile nako e fetang libeke tse peli.,clinical_fieldwork,clinician-patient-communication,,reviewed,
824,HIV,Your baby's HIV test has come back negative which is wonderful news.,Tlhahlobo ea HIV ea ngoana oa hau e khutlile e senyenyane e leng taba e monate haholo.,clinical_fieldwork,clinician-patient-communication,,reviewed,
825,HIV,You are doing very well on your HIV treatment and you should continue taking it every day.,U phetha hantle haholo holim'a phekolo ea HIV ea hau mme u lokela ho tsoela pele ho e nka letsatsi le leng le le leng.,clinical_fieldwork,clinician-patient-communication,,reviewed,
826,HIV,Provider-initiated testing and counselling normalises HIV testing in clinical settings.,Liteko le keletso tse qalilloeng ke mofani li etsa hore ho hlahlobeloa HIV ho be tloaelo libakeng tsa kliniki.,WHO,hiv-pitc,,reviewed,
827,HIV,Pre-test counselling explains the purpose of the HIV test and what the results mean.,Keletso e ntoeng pele ho tlhahlobo e hlalosa morero oa tlhahlobo ea HIV le hore na liphetho li bolela eng.,CDC_HIVNexus,hiv-pre-test-counselling,,reviewed,
828,HIV,Post-test counselling provides support and guidance regardless of the HIV test result.,Keletso e ntoeng ka mora tlhahlobo e fana ka tshehetso le tataiso ntle le ho sheba sephetho sa tlhahlobo ea HIV.,CDC_HIVNexus,hiv-post-test-counselling,,reviewed,
829,HIV,A reactive HIV rapid test must be confirmed with a second different rapid test.,Tlhahlobo ea potlako ea HIV e nang le karabelo e lokela ho netefatsoa ka tlhahlobo ea bobeli e fapaneng ea potlako.,WHO,hiv-testing-algorithm,,reviewed,
830,HIV,HIV self-test kits are available at pharmacies and some clinics.,Lisebelisoa tsa ho itlhahlobeloa HIV li fumaneha likhemistong le likhlinikhing tse itseng.,WHO,hiv-self-testing,,reviewed,
831,HIV,A positive HIV self-test result must always be confirmed at a health facility.,Sephetho se molemo sa ho itlhahlobeloa HIV se lokela kamehla ho netefatsoa kamoreng ea bophelo bo botle.,WHO,hiv-self-testing-confirmation,,reviewed,
832,HIV,HIV testing during pregnancy is offered at the first antenatal visit.,Ho hlahlobeloa HIV nakong ea ho ima ho fanoa letsetsong la pele la ho hlahloba pele ho tsoalo.,WHO,hiv-anc-testing,,reviewed,
833,HIV,Repeat HIV testing in the third trimester is recommended for HIV-negative pregnant women.,Ho phinda ho hlahlobeloa HIV nako ea boraro ea ho ima ho khothalletsoa bakeng sa basali ba mitsi ba se nang HIV.,WHO,hiv-anc-repeat-testing,,reviewed,
834,HIV,Index case testing offers HIV tests to sexual partners and children of newly diagnosed people.,Tlhahlobo ea index case e fana ka liteko tsa HIV ho balekane ba thobalano le bana ba batho ba sa tsoa fuoa HIV.,WHO,hiv-index-testing,,reviewed,
835,HIV,Social network testing reaches people who would not otherwise test for HIV.,Tlhahlobo ea marang-rang a sechaba e fihlela batho ba ke ke ba hlahlobeloa HIV ka tsela e 'ngoe.,CDC_HIVNexus,hiv-social-network-testing,,reviewed,
836,HIV,Mobile HIV testing units bring testing services to communities and workplaces.,Liqenehelo tsa HIV tse tsamaelang li tlisa litshebeletso tsa liteko sechabeng le mafapheng a mosebetsi.,DOH_SA,hiv-mobile-testing,,reviewed,
837,HIV,HIV testing campaigns during public events increase testing uptake.,Mananeo a ho hlahlobeloa HIV nakong ea liketsahalo tsa sechaba a eketsa ho amoheloa ha liteko.,UNAIDS,hiv-testing-campaigns,,reviewed,
838,HIV,Knowing your HIV status is the first step to protecting yourself and others.,Ho tseba boemo ba hau ba HIV ke mohato oa pele oa ho itšireletsa le ho sireletsa ba bang.,WHO,hiv-testing-importance,,reviewed,
839,HIV,HIV testing is confidential and your results will not be shared without your consent.,Ho hlahlobeloa HIV ho boloka sephiri mme liphetho tsa hau ha li na ho abeloa ntle le tumello ea hau.,DOH_SA,hiv-testing-confidentiality,,reviewed,
840,HIV,Disclosing your HIV status to a trusted person can reduce isolation and improve wellbeing.,Ho senola boemo ba hau ba HIV ho motho ea tšepahalang ho ka fokotsa ho ikhethela le ho ntlafatsa bophelo bo botle.,WHO,hiv-disclosure-benefits,,reviewed,
841,HIV,HIV disclosure to a sexual partner is important to prevent transmission.,Ho senola boemo ba HIV ho molekane oa thobalano ho bohlokoa ho thibela phetisetso.,CDC_HIVNexus,hiv-partner-disclosure,,reviewed,
842,HIV,"Disclosure counselling helps people decide when, how, and to whom to disclose their HIV status.","Keletso ea ho senola e thusa batho ho etsa liqeto mabapi le neng, joang, le ho mang ho senola boemo ba bona ba HIV.",WHO,hiv-disclosure-counselling,,reviewed,
843,HIV,Children living with HIV should be told their status in an age-appropriate way.,Bana ba phelang le HIV ba lokela ho bolelloa boemo ba bona ka tsela e lokelang lilemo tsa bona.,UNICEF,hiv-paediatric-disclosure,,reviewed,
844,HIV,Disclosure of HIV status to children should be done gradually and with professional support.,Ho senola boemo ba HIV ho bana ho lokela ho etsoa butle butle le ka tshehetso ea boqhetseke.,UNICEF,hiv-paediatric-disclosure,,reviewed,
845,HIV,Fear of rejection and violence can make HIV disclosure very difficult.,Tšabo ea ho hanyetsoa le tlhoriso e ka etsa hore ho senola HIV ho be thata haholo.,WHO,hiv-disclosure-barriers,,reviewed,
846,HIV,Healthcare providers should support patients through the disclosure process.,Bafani ba tlhokomelo ea bophelo bo botle ba lokela ho tshehetsa bakuli ka tseleng ea ho senola.,WHO,hiv-disclosure-support,,reviewed,
847,HIV,Assisted disclosure involves a healthcare worker helping a patient tell their partner about their HIV status.,Ho senola ka thuso ho kenyelletsa mosebetsi oa bophelo bo botle ea thusang mokuloi ho bolella molekane oa hae ka boemo ba hae ba HIV.,WHO,hiv-assisted-disclosure,,reviewed,
848,HIV,People should never be forced to disclose their HIV status against their will.,Batho ha ba lokela le ka mohla ho qobelloa ho senola boemo ba bona ba HIV khahlanong le thato ea bona.,UNAIDS,hiv-disclosure-rights,,reviewed,
849,HIV,Workplace disclosure of HIV status is a personal decision and cannot be required by an employer.,Ho senola boemo ba HIV mafapheng a mosebetsi ke qeto ea motho ka bo eena mme ha e khone ho hlokeha ke mofani oa mosebetsi.,ILO,hiv-workplace-disclosure,,reviewed,
850,HIV,"Adolescents living with HIV face unique challenges including stigma, disclosure, and transition to adult care.","Bacha ba phelang le HIV ba tobana le mathata a ikhethileng ho kenyelletsa kekello, ho senola, le ho fetela tlhokomelong ea batho ba baholo.",UNICEF,hiv-adolescent-challenges,,reviewed,
